store_id,campaign_id,campaign_name,product_code,base_price,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,promo_price ,Total_revenue_before_promo,Total_revenue_after_promo 
STCBE-2,CAMP_DIW_01,Diwali,P06,415,25% OFF,77,68,311.25,31955,21165
STMLR-0,CAMP_DIW_01,Diwali,P01,172,33% OFF,173,250,115.24,29756,28810
STVSK-1,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,33,131,1190.00,39270,155890
STBLR-0,CAMP_DIW_01,Diwali,P07,300,BOGOF,64,250,300.00,19200,75000
STCHE-5,CAMP_SAN_01,Sankranti,P13,350,BOGOF,87,341,350.00,30450,119350
STMYS-1,CAMP_DIW_01,Diwali,P11,190,50% OFF,84,121,95.00,15960,11495
STCBE-2,CAMP_SAN_01,Sankranti,P12,62,50% OFF,33,51,31.00,2046,1581
STMYS-0,CAMP_SAN_01,Sankranti,P06,415,25% OFF,27,22,311.25,11205,6847.5
STCHE-3,CAMP_DIW_01,Diwali,P11,190,50% OFF,96,120,95.00,18240,11400
STVSK-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,73,170,2500.00,219000,425000
STCBE-4,CAMP_SAN_01,Sankranti,P10,50,25% OFF,22,18,37.50,1100,675
STBLR-8,CAMP_SAN_01,Sankranti,P02,860,33% OFF,441,626,576.20,379260,360701.2
STBLR-3,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,114,249,2500.00,342000,622500
STMLR-2,CAMP_DIW_01,Diwali,P04,290,25% OFF,141,125,217.50,40890,27187.5
STCHE-7,CAMP_DIW_01,Diwali,P05,55,25% OFF,112,107,41.25,6160,4413.75
STCHE-3,CAMP_DIW_01,Diwali,P14,1020,BOGOF,52,211,1020.00,53040,215220
STHYD-6,CAMP_DIW_01,Diwali,P10,65,50% OFF,105,137,32.50,6825,4452.5
STHYD-6,CAMP_DIW_01,Diwali,P08,1190,BOGOF,49,166,1190.00,58310,197540
STVSK-1,CAMP_DIW_01,Diwali,P06,415,25% OFF,63,51,311.25,26145,15873.75
STVSK-2,CAMP_DIW_01,Diwali,P02,860,33% OFF,215,371,576.20,184900,213770.2
STMLR-2,CAMP_DIW_01,Diwali,P14,1020,BOGOF,21,73,1020.00,21420,74460
STCHE-3,CAMP_DIW_01,Diwali,P02,860,33% OFF,371,519,576.20,319060,299047.8
STHYD-4,CAMP_SAN_01,Sankranti,P06,415,25% OFF,34,31,311.25,14110,9648.75
STCHE-2,CAMP_SAN_01,Sankranti,P11,190,50% OFF,58,68,95.00,11020,6460
STCBE-2,CAMP_DIW_01,Diwali,P02,860,33% OFF,183,327,576.20,157380,188417.4
STMYS-1,CAMP_SAN_01,Sankranti,P01,172,33% OFF,345,520,115.24,59340,59924.8
STVJD-0,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,22,88,1190.00,26180,104720
STBLR-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,56,220,1190.00,66640,261800
STCHE-0,CAMP_DIW_01,Diwali,P06,415,25% OFF,105,92,311.25,43575,28635
STBLR-0,CAMP_DIW_01,Diwali,P10,65,50% OFF,103,134,32.50,6695,4355
STCBE-0,CAMP_SAN_01,Sankranti,P07,300,BOGOF,30,117,300.00,9000,35100
STBLR-1,CAMP_SAN_01,Sankranti,P09,90,25% OFF,82,74,67.50,7380,4995
STBLR-1,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,58,158,1190.00,69020,188020
STTRV-1,CAMP_SAN_01,Sankranti,P01,172,33% OFF,165,232,115.24,28380,26735.68
STMDU-2,CAMP_SAN_01,Sankranti,P01,172,33% OFF,265,328,115.24,45580,37798.72
STVSK-4,CAMP_DIW_01,Diwali,P07,300,BOGOF,50,149,300.00,15000,44700
STTRV-0,CAMP_SAN_01,Sankranti,P07,300,BOGOF,30,117,300.00,9000,35100
STTRV-1,CAMP_SAN_01,Sankranti,P04,370,BOGOF,190,733,370.00,70300,271210
STCHE-5,CAMP_DIW_01,Diwali,P12,62,50% OFF,110,130,31.00,6820,4030
STBLR-1,CAMP_DIW_01,Diwali,P08,1190,BOGOF,50,149,1190.00,59500,177310
STCBE-2,CAMP_DIW_01,Diwali,P10,65,50% OFF,87,127,32.50,5655,4127.5
STCHE-0,CAMP_DIW_01,Diwali,P07,300,BOGOF,75,252,300.00,22500,75600
STCBE-4,CAMP_SAN_01,Sankranti,P07,300,BOGOF,43,111,300.00,12900,33300
STMYS-3,CAMP_DIW_01,Diwali,P06,415,25% OFF,101,89,311.25,41915,27701.25
STMDU-0,CAMP_DIW_01,Diwali,P04,290,25% OFF,234,208,217.50,67860,45240
STBLR-1,CAMP_DIW_01,Diwali,P12,62,50% OFF,129,170,31.00,7998,5270
STBLR-1,CAMP_SAN_01,Sankranti,P02,860,33% OFF,435,622,576.20,374100,358396.4
STHYD-6,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,388,1129,2500.00,1164000,2822500
STHYD-3,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,121,200,2500.00,363000,500000
STCHE-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,124,324,350.00,43400,113400
STCHE-6,CAMP_SAN_01,Sankranti,P05,55,25% OFF,25,18,41.25,1375,742.5
STBLR-9,CAMP_DIW_01,Diwali,P03,156,25% OFF,348,337,117.00,54288,39429
STBLR-6,CAMP_SAN_01,Sankranti,P01,172,33% OFF,301,454,115.24,51772,52318.96
STCBE-2,CAMP_DIW_01,Diwali,P14,1020,BOGOF,42,160,1020.00,42840,163200
STHYD-2,CAMP_DIW_01,Diwali,P02,860,33% OFF,402,611,576.20,345720,352058.2
STCHE-1,CAMP_SAN_01,Sankranti,P04,370,BOGOF,460,1168,370.00,170200,432160
STTRV-0,CAMP_DIW_01,Diwali,P13,350,BOGOF,38,129,350.00,13300,45150
STHYD-0,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,106,422,1020.00,108120,430440
STMLR-0,CAMP_DIW_01,Diwali,P06,415,25% OFF,38,33,311.25,15770,10271.25
STVSK-4,CAMP_SAN_01,Sankranti,P11,190,50% OFF,40,57,95.00,7600,5415
STBLR-7,CAMP_SAN_01,Sankranti,P01,172,33% OFF,341,531,115.24,58652,61192.44
STBLR-3,CAMP_DIW_01,Diwali,P07,300,BOGOF,70,231,300.00,21000,69300
STVJD-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,68,90,31.00,4216,2790
STMDU-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,19,15,311.25,7885,4668.75
STCHE-6,CAMP_DIW_01,Diwali,P01,172,33% OFF,309,460,115.24,53148,53010.4
STVSK-4,CAMP_SAN_01,Sankranti,P01,172,33% OFF,223,301,115.24,38356,34687.24
STBLR-2,CAMP_SAN_01,Sankranti,P02,860,33% OFF,477,658,576.20,410220,379139.6
STCHE-6,CAMP_DIW_01,Diwali,P05,55,25% OFF,112,85,41.25,6160,3506.25
STMDU-2,CAMP_DIW_01,Diwali,P14,1020,BOGOF,28,96,1020.00,28560,97920
STCBE-4,CAMP_DIW_01,Diwali,P07,300,BOGOF,42,130,300.00,12600,39000
STVSK-2,CAMP_SAN_01,Sankranti,P11,190,50% OFF,25,37,95.00,4750,3515
STBLR-6,CAMP_SAN_01,Sankranti,P13,350,BOGOF,120,516,350.00,42000,180600
STHYD-1,CAMP_DIW_01,Diwali,P01,172,33% OFF,311,385,115.24,53492,44367.4
STVSK-0,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,250,755,2500.00,750000,1887500
STMLR-0,CAMP_DIW_01,Diwali,P14,1020,BOGOF,22,69,1020.00,22440,70380
STBLR-9,CAMP_DIW_01,Diwali,P07,300,BOGOF,63,213,300.00,18900,63900
STCHE-1,CAMP_SAN_01,Sankranti,P01,172,33% OFF,270,340,115.24,46440,39181.6
STMLR-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,15,12,311.25,6225,3735
STMLR-2,CAMP_SAN_01,Sankranti,P03,200,BOGOF,190,752,200.00,38000,150400
STMYS-0,CAMP_DIW_01,Diwali,P10,65,50% OFF,129,167,32.50,8385,5427.5
STHYD-2,CAMP_DIW_01,Diwali,P11,190,50% OFF,91,116,95.00,17290,11020
STVJD-1,CAMP_DIW_01,Diwali,P06,415,25% OFF,49,40,311.25,20335,12450
STVJD-0,CAMP_DIW_01,Diwali,P07,300,BOGOF,31,105,300.00,9300,31500
STCBE-1,CAMP_DIW_01,Diwali,P01,172,33% OFF,182,223,115.24,31304,25698.52
STCHE-4,CAMP_SAN_01,Sankranti,P05,55,25% OFF,28,22,41.25,1540,907.5
STVJD-1,CAMP_DIW_01,Diwali,P10,65,50% OFF,71,95,32.50,4615,3087.5
STHYD-3,CAMP_SAN_01,Sankranti,P02,860,33% OFF,595,892,576.20,511700,513970.4
STHYD-6,CAMP_SAN_01,Sankranti,P01,172,33% OFF,306,416,115.24,52632,47939.84
STCBE-3,CAMP_SAN_01,Sankranti,P05,55,25% OFF,19,15,41.25,1045,618.75
STMLR-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,24,80,1020.00,24480,81600
STCBE-0,CAMP_SAN_01,Sankranti,P13,350,BOGOF,82,323,350.00,28700,113050
STBLR-8,CAMP_DIW_01,Diwali,P01,172,33% OFF,332,471,115.24,57104,54278.04
STCBE-0,CAMP_DIW_01,Diwali,P13,350,BOGOF,52,173,350.00,18200,60550
STBLR-1,CAMP_DIW_01,Diwali,P04,290,25% OFF,302,289,217.50,87580,62857.5
STCBE-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,16,13,311.25,6640,4046.25
STBLR-6,CAMP_DIW_01,Diwali,P08,1190,BOGOF,52,204,1190.00,61880,242760
STBLR-2,CAMP_DIW_01,Diwali,P12,62,50% OFF,108,145,31.00,6696,4495
STVSK-2,CAMP_SAN_01,Sankranti,P01,172,33% OFF,232,364,115.24,39904,41947.36
STHYD-5,CAMP_DIW_01,Diwali,P11,190,50% OFF,73,97,95.00,13870,9215
STHYD-3,CAMP_DIW_01,Diwali,P07,300,BOGOF,54,170,300.00,16200,51000
STBLR-9,CAMP_DIW_01,Diwali,P12,62,50% OFF,122,163,31.00,7564,5053
STCBE-3,CAMP_DIW_01,Diwali,P09,110,50% OFF,40,60,55.00,4400,3300
STCHE-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,135,286,2500.00,405000,715000
STBLR-8,CAMP_SAN_01,Sankranti,P07,300,BOGOF,51,205,300.00,15300,61500
STBLR-0,CAMP_DIW_01,Diwali,P06,415,25% OFF,94,83,311.25,39010,25833.75
STHYD-2,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,136,288,2500.00,408000,720000
STCHE-2,CAMP_SAN_01,Sankranti,P02,860,33% OFF,556,711,576.20,478160,409678.2
STCBE-3,CAMP_DIW_01,Diwali,P12,62,50% OFF,82,126,31.00,5084,3906
STVSK-0,CAMP_DIW_01,Diwali,P07,300,BOGOF,36,119,300.00,10800,35700
STHYD-3,CAMP_SAN_01,Sankranti,P06,415,25% OFF,28,20,311.25,11620,6225
STBLR-8,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,42,161,1190.00,49980,191590
STCHE-6,CAMP_DIW_01,Diwali,P06,415,25% OFF,98,76,311.25,40670,23655
STCBE-1,CAMP_SAN_01,Sankranti,P02,860,33% OFF,379,462,576.20,325940,266204.4
STTRV-1,CAMP_DIW_01,Diwali,P05,55,25% OFF,57,55,41.25,3135,2268.75
STMLR-2,CAMP_SAN_01,Sankranti,P02,860,33% OFF,270,313,576.20,232200,180350.6
STCHE-3,CAMP_SAN_01,Sankranti,P02,860,33% OFF,468,636,576.20,402480,366463.2
STCHE-2,CAMP_DIW_01,Diwali,P05,55,25% OFF,91,88,41.25,5005,3630
STMLR-0,CAMP_SAN_01,Sankranti,P13,350,BOGOF,63,163,350.00,22050,57050
STHYD-1,CAMP_SAN_01,Sankranti,P09,90,25% OFF,58,47,67.50,5220,3172.5
STTRV-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,24,34,95.00,4560,3230
STVSK-0,CAMP_DIW_01,Diwali,P05,55,25% OFF,89,80,41.25,4895,3300
STBLR-8,CAMP_DIW_01,Diwali,P10,65,50% OFF,133,172,32.50,8645,5590
STHYD-4,CAMP_SAN_01,Sankranti,P01,172,33% OFF,234,322,115.24,40248,37107.28
STMLR-2,CAMP_DIW_01,Diwali,P11,190,50% OFF,42,45,95.00,7980,4275
STBLR-7,CAMP_DIW_01,Diwali,P06,415,25% OFF,96,84,311.25,39840,26145
STMYS-3,CAMP_DIW_01,Diwali,P12,62,50% OFF,124,145,31.00,7688,4495
STMYS-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,499,703,576.20,429140,405068.6
STCBE-3,CAMP_DIW_01,Diwali,P03,156,25% OFF,252,224,117.00,39312,26208
STBLR-5,CAMP_DIW_01,Diwali,P04,290,25% OFF,322,276,217.50,93380,60030
STBLR-2,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,129,279,2500.00,387000,697500
STBLR-8,CAMP_SAN_01,Sankranti,P09,90,25% OFF,46,33,67.50,4140,2227.5
STCBE-3,CAMP_SAN_01,Sankranti,P03,200,BOGOF,228,898,200.00,45600,179600
STHYD-2,CAMP_DIW_01,Diwali,P08,1190,BOGOF,52,175,1190.00,61880,208250
STCHE-7,CAMP_SAN_01,Sankranti,P02,860,33% OFF,525,756,576.20,451500,435607.2
STVSK-2,CAMP_DIW_01,Diwali,P11,190,50% OFF,38,58,95.00,7220,5510
STHYD-5,CAMP_DIW_01,Diwali,P09,110,50% OFF,92,124,55.00,10120,6820
STCHE-1,CAMP_SAN_01,Sankranti,P09,90,25% OFF,79,63,67.50,7110,4252.5
STCBE-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,40,136,1020.00,40800,138720
STBLR-3,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,91,361,1020.00,92820,368220
STMYS-2,CAMP_DIW_01,Diwali,P14,1020,BOGOF,43,125,1020.00,43860,127500
STCHE-0,CAMP_SAN_01,Sankranti,P03,200,BOGOF,294,1134,200.00,58800,226800
STMLR-1,CAMP_SAN_01,Sankranti,P06,415,25% OFF,18,14,311.25,7470,4357.5
STMYS-2,CAMP_SAN_01,Sankranti,P03,200,BOGOF,406,1015,200.00,81200,203000
STVSK-3,CAMP_DIW_01,Diwali,P06,415,25% OFF,63,54,311.25,26145,16807.5
STCHE-0,CAMP_DIW_01,Diwali,P14,1020,BOGOF,52,182,1020.00,53040,185640
STHYD-3,CAMP_SAN_01,Sankranti,P12,62,50% OFF,64,100,31.00,3968,3100
STCBE-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,27,20,37.50,1350,750
STVSK-4,CAMP_SAN_01,Sankranti,P12,62,50% OFF,40,58,31.00,2480,1798
STBLR-9,CAMP_DIW_01,Diwali,P05,55,25% OFF,101,97,41.25,5555,4001.25
STBLR-6,CAMP_DIW_01,Diwali,P11,190,50% OFF,75,117,95.00,14250,11115
STMDU-2,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,33,129,1190.00,39270,153510
STHYD-6,CAMP_DIW_01,Diwali,P06,415,25% OFF,85,74,311.25,35275,23032.5
STVSK-3,CAMP_SAN_01,Sankranti,P03,200,BOGOF,250,687,200.00,50000,137400
STBLR-1,CAMP_DIW_01,Diwali,P01,172,33% OFF,357,514,115.24,61404,59233.36
STCBE-0,CAMP_DIW_01,Diwali,P02,860,33% OFF,313,541,576.20,269180,311724.2
STBLR-3,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,40,154,1190.00,47600,183260
STMLR-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,49,189,350.00,17150,66150
STBLR-7,CAMP_DIW_01,Diwali,P04,290,25% OFF,276,242,217.50,80040,52635
STMYS-2,CAMP_SAN_01,Sankranti,P10,50,25% OFF,25,20,37.50,1250,750
STBLR-9,CAMP_SAN_01,Sankranti,P09,90,25% OFF,61,57,67.50,5490,3847.5
STCHE-5,CAMP_SAN_01,Sankranti,P02,860,33% OFF,564,721,576.20,485040,415440.2
STHYD-1,CAMP_DIW_01,Diwali,P03,156,25% OFF,351,319,117.00,54756,37323
STCHE-6,CAMP_DIW_01,Diwali,P08,1190,BOGOF,54,185,1190.00,64260,220150
STHYD-6,CAMP_DIW_01,Diwali,P03,156,25% OFF,327,294,117.00,51012,34398
STHYD-1,CAMP_SAN_01,Sankranti,P12,62,50% OFF,51,57,31.00,3162,1767
STMLR-0,CAMP_DIW_01,Diwali,P05,55,25% OFF,52,45,41.25,2860,1856.25
STBLR-0,CAMP_SAN_01,Sankranti,P11,190,50% OFF,43,62,95.00,8170,5890
STCHE-4,CAMP_DIW_01,Diwali,P01,172,33% OFF,327,503,115.24,56244,57965.72
STCHE-5,CAMP_DIW_01,Diwali,P09,110,50% OFF,75,80,55.00,8250,4400
STCHE-6,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,60,238,1190.00,71400,283220
STBLR-2,CAMP_SAN_01,Sankranti,P13,350,BOGOF,117,469,350.00,40950,164150
STCHE-1,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,112,294,1020.00,114240,299880
STBLR-9,CAMP_DIW_01,Diwali,P13,350,BOGOF,94,329,350.00,32900,115150
STCHE-7,CAMP_DIW_01,Diwali,P10,65,50% OFF,136,179,32.50,8840,5817.5
STBLR-4,CAMP_DIW_01,Diwali,P01,172,33% OFF,337,478,115.24,57964,55084.72
STBLR-5,CAMP_DIW_01,Diwali,P09,110,50% OFF,75,95,55.00,8250,5225
STTRV-1,CAMP_SAN_01,Sankranti,P05,55,25% OFF,10,9,41.25,550,371.25
STMLR-0,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,37,96,1020.00,37740,97920
STCHE-2,CAMP_SAN_01,Sankranti,P03,200,BOGOF,310,1246,200.00,62000,249200
STBLR-2,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,88,346,1020.00,89760,352920
STVSK-3,CAMP_SAN_01,Sankranti,P12,62,50% OFF,43,51,31.00,2666,1581
STBLR-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,136,220,2500.00,408000,550000
STHYD-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,43,127,1020.00,43860,129540
STHYD-5,CAMP_SAN_01,Sankranti,P03,200,BOGOF,416,1630,200.00,83200,326000
STCBE-1,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,43,171,1190.00,51170,203490
STCBE-1,CAMP_DIW_01,Diwali,P03,156,25% OFF,274,210,117.00,42744,24570
STHYD-0,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,397,1214,2500.00,1191000,3035000
STBLR-8,CAMP_SAN_01,Sankranti,P04,370,BOGOF,480,1867,370.00,177600,690790
STHYD-2,CAMP_SAN_01,Sankranti,P09,90,25% OFF,66,49,67.50,5940,3307.5
STCHE-6,CAMP_SAN_01,Sankranti,P12,62,50% OFF,58,81,31.00,3596,2511
STMDU-1,CAMP_DIW_01,Diwali,P12,62,50% OFF,85,117,31.00,5270,3627
STVJD-1,CAMP_DIW_01,Diwali,P12,62,50% OFF,56,71,31.00,3472,2201
STTRV-1,CAMP_SAN_01,Sankranti,P03,200,BOGOF,193,746,200.00,38600,149200
STMYS-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,31,50,95.00,5890,4750
STCHE-2,CAMP_DIW_01,Diwali,P06,415,25% OFF,85,81,311.25,35275,25211.25
STVJD-1,CAMP_DIW_01,Diwali,P11,190,50% OFF,50,64,95.00,9500,6080
STBLR-2,CAMP_SAN_01,Sankranti,P12,62,50% OFF,54,77,31.00,3348,2387
STCBE-2,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,40,168,1190.00,47600,199920
STHYD-3,CAMP_SAN_01,Sankranti,P11,190,50% OFF,46,73,95.00,8740,6935
STCHE-4,CAMP_DIW_01,Diwali,P05,55,25% OFF,127,115,41.25,6985,4743.75
STCHE-3,CAMP_DIW_01,Diwali,P09,110,50% OFF,73,92,55.00,8030,5060
STCBE-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,59,89,55.00,6490,4895
STVSK-2,CAMP_SAN_01,Sankranti,P13,350,BOGOF,94,374,350.00,32900,130900
STCHE-2,CAMP_DIW_01,Diwali,P02,860,33% OFF,411,509,576.20,353460,293285.8
STBLR-2,CAMP_DIW_01,Diwali,P10,65,50% OFF,105,132,32.50,6825,4290
STCBE-0,CAMP_SAN_01,Sankranti,P06,415,25% OFF,15,14,311.25,6225,4357.5
STCHE-3,CAMP_SAN_01,Sankranti,P10,50,25% OFF,31,26,37.50,1550,975
STCHE-4,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,112,321,2500.00,336000,802500
STMDU-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,28,40,95.00,5320,3800
STCHE-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,43,125,1020.00,43860,127500
STCHE-4,CAMP_SAN_01,Sankranti,P07,300,BOGOF,45,191,300.00,13500,57300
STMDU-3,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,36,145,1190.00,42840,172550
STBLR-3,CAMP_DIW_01,Diwali,P01,172,33% OFF,287,413,115.24,49364,47594.12
STHYD-2,CAMP_SAN_01,Sankranti,P03,200,BOGOF,472,1902,200.00,94400,380400
STHYD-2,CAMP_DIW_01,Diwali,P03,156,25% OFF,357,289,117.00,55692,33813
STHYD-3,CAMP_SAN_01,Sankranti,P04,370,BOGOF,416,1085,370.00,153920,401450
STHYD-0,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,46,179,1190.00,54740,213010
STCBE-3,CAMP_DIW_01,Diwali,P08,1190,BOGOF,29,96,1190.00,34510,114240
STMYS-1,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,449,1499,2500.00,1347000,3747500
STCHE-4,CAMP_DIW_01,Diwali,P10,65,50% OFF,127,168,32.50,8255,5460
STMYS-1,CAMP_SAN_01,Sankranti,P06,415,25% OFF,19,14,311.25,7885,4357.5
STMDU-2,CAMP_SAN_01,Sankranti,P10,50,25% OFF,21,17,37.50,1050,637.5
STCHE-5,CAMP_DIW_01,Diwali,P08,1190,BOGOF,45,149,1190.00,53550,177310
STCHE-1,CAMP_SAN_01,Sankranti,P12,62,50% OFF,57,66,31.00,3534,2046
STVSK-2,CAMP_DIW_01,Diwali,P13,350,BOGOF,49,164,350.00,17150,57400
STCHE-1,CAMP_DIW_01,Diwali,P04,290,25% OFF,327,287,217.50,94830,62422.5
STHYD-0,CAMP_DIW_01,Diwali,P14,1020,BOGOF,47,163,1020.00,47940,166260
STVJD-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,40,54,55.00,4400,2970
STVSK-0,CAMP_DIW_01,Diwali,P10,65,50% OFF,84,127,32.50,5460,4127.5
STBLR-9,CAMP_DIW_01,Diwali,P14,1020,BOGOF,45,153,1020.00,45900,156060
STBLR-9,CAMP_SAN_01,Sankranti,P02,860,33% OFF,610,847,576.20,524600,488041.4
STTRV-0,CAMP_DIW_01,Diwali,P05,55,25% OFF,61,59,41.25,3355,2433.75
STVSK-1,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,301,869,2500.00,903000,2172500
STBLR-8,CAMP_DIW_01,Diwali,P13,350,BOGOF,66,220,350.00,23100,77000
STMDU-2,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,106,243,2500.00,318000,607500
STHYD-6,CAMP_DIW_01,Diwali,P01,172,33% OFF,320,467,115.24,55040,53817.08
STCHE-5,CAMP_SAN_01,Sankranti,P01,172,33% OFF,303,360,115.24,52116,41486.4
STVJD-1,CAMP_DIW_01,Diwali,P09,110,50% OFF,49,65,55.00,5390,3575
STHYD-5,CAMP_SAN_01,Sankranti,P05,55,25% OFF,21,18,41.25,1155,742.5
STMYS-3,CAMP_DIW_01,Diwali,P04,290,25% OFF,383,344,217.50,111070,74820
STBLR-4,CAMP_SAN_01,Sankranti,P06,415,25% OFF,36,29,311.25,14940,9026.25
STVSK-0,CAMP_SAN_01,Sankranti,P05,55,25% OFF,18,14,41.25,990,577.5
STMYS-3,CAMP_SAN_01,Sankranti,P10,50,25% OFF,25,21,37.50,1250,787.5
STMYS-3,CAMP_SAN_01,Sankranti,P05,55,25% OFF,19,16,41.25,1045,660
STCBE-3,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,40,158,1190.00,47600,188020
STBLR-4,CAMP_SAN_01,Sankranti,P04,370,BOGOF,432,1736,370.00,159840,642320
STVSK-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,22,18,311.25,9130,5602.5
STCBE-1,CAMP_SAN_01,Sankranti,P07,300,BOGOF,40,155,300.00,12000,46500
STCHE-5,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,121,273,2500.00,363000,682500
STMDU-2,CAMP_SAN_01,Sankranti,P11,190,50% OFF,25,28,95.00,4750,2660
STHYD-2,CAMP_DIW_01,Diwali,P14,1020,BOGOF,42,139,1020.00,42840,141780
STMLR-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,36,48,55.00,3960,2640
STVJD-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,66,144,2500.00,198000,360000
STBLR-6,CAMP_SAN_01,Sankranti,P11,190,50% OFF,43,66,95.00,8170,6270
STCHE-6,CAMP_DIW_01,Diwali,P10,65,50% OFF,122,153,32.50,7930,4972.5
STCBE-4,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,316,818,2500.00,948000,2045000
STHYD-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,52,180,1190.00,61880,214200
STBLR-6,CAMP_DIW_01,Diwali,P06,415,25% OFF,87,78,311.25,36105,24277.5
STCHE-3,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,381,1303,2500.00,1143000,3257500
STHYD-3,CAMP_SAN_01,Sankranti,P03,200,BOGOF,331,903,200.00,66200,180600
STBLR-8,CAMP_SAN_01,Sankranti,P13,350,BOGOF,97,378,350.00,33950,132300
STVSK-4,CAMP_SAN_01,Sankranti,P05,55,25% OFF,18,13,41.25,990,536.25
STCHE-1,CAMP_DIW_01,Diwali,P07,300,BOGOF,75,217,300.00,22500,65100
STMYS-3,CAMP_SAN_01,Sankranti,P02,860,33% OFF,400,476,576.20,344000,274271.2
STCBE-4,CAMP_DIW_01,Diwali,P01,172,33% OFF,203,296,115.24,34916,34111.04
STHYD-5,CAMP_DIW_01,Diwali,P10,65,50% OFF,112,151,32.50,7280,4907.5
STHYD-2,CAMP_SAN_01,Sankranti,P01,172,33% OFF,333,456,115.24,57276,52549.44
STHYD-5,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,36,139,1190.00,42840,165410
STCHE-5,CAMP_DIW_01,Diwali,P02,860,33% OFF,316,388,576.20,271760,223565.6
STHYD-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,46,34,311.25,19090,10582.5
STBLR-7,CAMP_SAN_01,Sankranti,P09,90,25% OFF,72,58,67.50,6480,3915
STMYS-0,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,262,673,2500.00,786000,1682500
STMLR-0,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,27,70,1190.00,32130,83300
STCBE-0,CAMP_DIW_01,Diwali,P03,156,25% OFF,276,267,117.00,43056,31239
STBLR-7,CAMP_DIW_01,Diwali,P05,55,25% OFF,122,107,41.25,6710,4413.75
STTRV-1,CAMP_DIW_01,Diwali,P12,62,50% OFF,63,84,31.00,3906,2604
STVJD-1,CAMP_SAN_01,Sankranti,P01,172,33% OFF,166,225,115.24,28552,25929
STMLR-1,CAMP_DIW_01,Diwali,P06,415,25% OFF,49,42,311.25,20335,13072.5
STHYD-5,CAMP_SAN_01,Sankranti,P02,860,33% OFF,471,659,576.20,405060,379715.8
